source_doc,element,index,text
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1139,f103i6_5 | 1138 | birth order of the child | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1143,"f103i3_5 | 1142 | child's age at present if alive, or the age the child would be if s/he were stil | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1148,f103j6_5 | 1147 | birth order of the child | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1152,"f103j3_5 | 1151 | child's age at present if alive, or the age the child would be if s/he were stil | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1157,f103k6_5 | 1156 | birth order of the child | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1161,"f103k3_5 | 1160 | child's age at present if alive, or the age the child would be if s/he were stil | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1166,f103l6_5 | 1165 | birth order of the child | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1170,"f103l3_5 | 1169 | child's age at present if alive, or the age the child would be if s/he were stil | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1175,f103m6_5 | 1174 | birth order of the child | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1179,"f103m3_5 | 1178 | child's age at present if alive, or the age the child would be if s/he were stil | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1196,f12a_5 | 1195 | how much did you receive from your son(s) or daughter(s)-in-law last year? | Ordinal | F12
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1197,f12b_5 | 1196 | how much did you receive from your daughter(s) or son(s)-in-law last year? | Ordinal | F12
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1198,f12c_5 | 1197 | how much did you receive from your grandchild(ren) last year? | Ordinal | F12
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1200,f13a_5 | 1199 | how much did you give to your son(s) or daughter(s)-in-law last year? | Ordinal | F12
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1201,f13b_5 | 1200 | how much did you give to your daughter(s) or son(s)-in-law last year? | Ordinal | F12
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1202,f13c_5 | 1201 | how much did you give to your grandchild(ren)in last year? | Ordinal | F12
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1248,g13_5 | 1247 | # of times suffering from serious illness in the past two years | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1251,g14a2_5 | 1250 | days lasted for the first time | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1254,g14b2_5 | 1253 | days lasted for the second time | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1257,g14c2_5 | 1256 | days lasted for the last time | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1334,d5vyear | 1333 | validated year of death of the sampled person | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1335,d5vmonth | 1334 | validated month of death of the sampled person | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1336,d5vday | 1335 | validated day of death of the sampled person | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1337,d5mthin | 1336 | month of the interivew conducted in 2005 | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1338,d5dayin | 1337 | day of the interivew conducted in 2005 | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1339,d5sex | 1338 | sex of the deceased person | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1340,d5resid | 1339 | place of residence at death | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1342,d5marry | 1341 | marital status of the deceased elder at death | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1343,d5livarr | 1342 | primary living arrangement of the deceased elder in the last year of life | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1345,d5gener | 1344 | number of generations living in the household when the elderly died | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1346,d5dplace | 1345 | place of death | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1347,d5cause | 1346 | main cause of death | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1349,d5pcgday | 1348 | number of days cared for the deceased by primary caregiver in the last month of | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1351,d5bedday | 1350 | days of being bedridden before dying | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1354,d5diday1 | 1353 | days suffering from such disease at the first time | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1356,d5diday2 | 1355 | days suffering from such disease at the second time | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1358,d5diday3 | 1357 | days suffering from such disease at the last time | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1361,d5income | 1360 | yearly per capita income of the family of the deceased elder | Ordinal | F12
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1362,d5wcfaci | 1361 | family had toilet facility before the elder died | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1363,d5tapwat | 1362 | family had tap water facility before the elder died | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1364,d5bathfa | 1363 | family had bath facility before the elder died | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1365,d5heater | 1364 | family had heater before the elder died | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1366,d5tvset | 1365 | family had tv before the elder died | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1367,d5washma | 1366 | family had washing machine before elder died | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1368,d5phone | 1367 | family had telephone before the elder died | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1369,"d5doctor | 1368 | if the deceased elder lived in rural, was there a doctor in the village? | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1370,d5licdoc | 1369 | did the village doctor have a license? | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1371,d5whopay | 1370 | who mainly paid the medical cost for the deceased elder? | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1372,"d5medcos | 1371 | total medical cost (in yuan, rmb) in the last year of the life | Ordinal | F12"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1375,d5batday | 1374 | days lasted if bathing functioning disabled or partially disabled | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1377,d5dreday | 1376 | days lasted if dressing functioning disabled or partially disabled | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1379,d5toiday | 1378 | days lasted if toileting functioning disabled or partially disabled | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1381,d5movday | 1380 | days lasted if indoor transferring functioning disabled or partially disabled | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1383,d5conday | 1382 | days lasted in incontinence | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1385,d5feeday | 1384 | days lasted if can't feed self | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1386,d5fullda | 1385 | days the deceased perosn needing full care before dying | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1388,d5dircst | 1387 | total direct cost for caregiving in the last month of life | Ordinal | F12
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1390,d5outdor | 1389 | days the elder could not get outdoor to chat before dying | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1391,d5actday | 1390 | number of days being bedridden longer than that of activities before dying | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1393,d5smktim | 1392 | number of times smoked a day on average | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1394,d5drink | 1393 | did the deceased elder drink since the last interview? | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1396,d5drkmch | 1395 | how much (liang) did the elder drink every day since last interview? | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1397,d5advdir | 1396 | whether did the deceased elderly tell the family about his/her death and related | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1398,"d5dirday | 1397 | if yes, how many days did she/he tell the family before her/his death | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1399,d5dream | 1398 | whether did the deceased elderly have some dreams about the death before dying? | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1400,d5pain | 1399 | whether was the deceased elderly painful before dying? | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1401,d5uncons | 1400 | was the deceased elderly unconscious before death? | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1402,"d5uncday | 1401 | if yes, how many days lasted before death | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1403,"dth05_08 | 1402 | status of survival, death, or lost to follow-up from the 2005 to 2008 waves | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1404,year_8 | 1403 | year of the 2008-09 interview | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1405,month_8 | 1404 | month of the 2008 interview | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1406,day_8 | 1405 | day of the 2008 interview | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1408,vage_8 | 1407 | validated age | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1417,a53a2_8 | 1416 | age of 1st person living with you currently | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1422,a53b3_8 | 1421 | age of 2nd person living with you currently | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1423,a53b2_8 | 1422 | age of 2nd person living with you currently | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1429,a53c2_8 | 1428 | age of 3rd person living with you currently | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1435,a53d2_8 | 1434 | age of 4th person living with you currently | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1441,a53e2_8 | 1440 | age of 5th person living with you currently | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1447,a53f2_8 | 1446 | age of 6th person living with you currently | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1453,a53g2_8 | 1452 | age of 7th person living with you currently | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1459,a53h2_8 | 1458 | age of 8th person living with you currently | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1465,a53i2_8 | 1464 | age of 9th person living with you currently | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1471,a53j2_8 | 1470 | age of 10th person living with you currently | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1477,a53k2_8 | 1476 | age of 11th person living with you currently | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1483,a53l2_8 | 1482 | age of 12th person living with you currently | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1493,a541_8 | 1492 | the average monthly cost for the elder living in an institution | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1497,a54a_8 | 1496 | year of being admitted to the institution or living alone | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1498,a54b_8 | 1497 | month of being admitted to the institution or living alone | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1501,b121_8 | 1500 | do you feel any change of your health since last year | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1507,b26_8 | 1506 | feel useless with age | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1509,c11_8 | 1508 | what time of day is it right now? | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1510,c12_8 | 1509 | what is the animal year of this year? | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1511,c13_8 | 1510 | what is the date of the mid-autumn festival? | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1543,d2_8 | 1542 | amount of staple food per day (liang) | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1554,d4meat1_8 | 1553 | how often ate meat at around age 60? | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1557,d4fish1_8 | 1556 | how often ate fish at around age 60? | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1560,d4egg1_8 | 1559 | how often ate eggs at around age 60? | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1563,d4bean1_8 | 1562 | how often ate food made from beans at around age 60? | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1566,d4veg1_8 | 1565 | how often ate salt-preserved vegetables at around age 60 | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1569,d4suga1_8 | 1568 | how often ate sugar at around age 60 | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1572,d4tea1_8 | 1571 | how often drank tea at around age 60 | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1575,d4garl1_8 | 1574 | how often ate garlic at around age 60 | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1578,d4milk2_8 | 1577 | how often ate milk products at around age 60 | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1581,d4nut2_8 | 1580 | how often ate nut products at around age 60 | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1584,d4alga2_8 | 1583 | how often ate mushroom or algae at around age 60 | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1587,d4vit2_8 | 1586 | how often ate vitamins (a/c/e) at around age 60 | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1590,d4drug2_8 | 1589 | how often ate medicinal plants at around age 60 | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1595,d6b_8 | 1594 | main source of water drank at around age 60 | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1602,d73_8 | 1601 | age when began smoking | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1604,d74_8 | 1603 | age when quit smoking if not smoking at present | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1606,d75_8 | 1605 | number of times smoke (or smoked) per day | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1612,d83_8 | 1611 | age when began drinking | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1614,d84_8 | 1613 | age when quit drinking if not drinking at present | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1618,d86_8 | 1617 | how much per day do you drink (or drank)? | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1624,d93_8 | 1623 | age when started to exercise | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1626,d94_8 | 1625 | age when quit exercise if not exercising at present | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1630,d102_8 | 1629 | age when began doing physical labor | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1632,d103_8 | 1631 | age when stopped doing physical labor | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1650,d12_8 | 1649 | # of times traveling beyond home county/city in the past two years | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1654,e6b_8 | 1653 | # of days needing assistance in feeding | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1658,e1b_8 | 1657 | # of days needing assistance in bathing | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1662,e2b_8 | 1661 | # of days needing assistance in dressing | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1666,e3b_8 | 1665 | # of days needing assistance in toileting | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1670,e4b_8 | 1669 | # of days needing assistance in indoor transferring | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1674,e5b_8 | 1673 | # of days needing assistance in continence | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1704,f1_8 | 1703 | years of schooling | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1706,f2_8 | 1705 | main occupation before age 60 | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1713,f22_8 | 1712 | which year did you retire? | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1715,f23_8 | 1714 | are you still engaged in paid jobs now? | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1733,f35_8 | 1732 | total income of your household last year | Ordinal | F12
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1739,f43a1_8 | 1738 | age at the 1st marriage | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1740,f43a2_8 | 1739 | current status of the 1st marriage | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1741,f43a3_8 | 1740 | age at the 1st marriage dissolution | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1742,f43a4_8 | 1741 | quality of the 1st marriage | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1744,f43b1_8 | 1743 | age at the 2nd marriage | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1745,f43b2_8 | 1744 | current status of the 2nd marriage | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1746,f43b3_8 | 1745 | age at the 2nd marriage dissolution | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1747,f43b4_8 | 1746 | quality of the 2nd marriage | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1749,f43c1_8 | 1748 | age at the 3rd marriage | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1750,f43c2_8 | 1749 | current status of the 3rd marriage | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1751,f43c3_8 | 1750 | age at the 3rd marriage dissolution | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1752,f43c4_8 | 1751 | quality of the 3rd marriage | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1754,f43d1_8 | 1753 | age at the latest marriage | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1755,f43d2_8 | 1754 | current status of the latest marriage | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1756,f43d3_8 | 1755 | age at the latest marriage dissolution | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1757,f43d4_8 | 1756 | quality of the latest marriage | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1759,f44_8 | 1758 | years of schooling of the latest spouse | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1761,f45_8 | 1760 | main occupation of the latest spouse before age 60 | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1775,f62_8 | 1774 | got adequate medical treatment at around age 60 | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1780,f64b_8 | 1779 | do you have public old-age insurance at present | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1781,f64c_8 | 1780 | do you have private old-age insurance at present | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2002_2018_longitudinal_dataset.docx,table_1_row,1790,f651a_8 | 1789 | how much money did you spend on medical care last year? | Ordinal | F12
